X.5,X.4,X.3,X.1,X,Unnamed..0,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,PROLIFICID,CONSENT,EXPGRP,CHIN_SPECIFIC,CHIN_SPECIFIC_6_TEXT,NONASIA_SPECIFIC,NONASIA_SPECIFIC_19_TEXT,NonWNonA_Specific,NonWNonA_Specific_7_TEXT,NonWNonA_Specific_14_TEXT,OTHER_RACE_1,OTHER_RACE_2,OTHER_RACE_3,OTHER_RACE_4,OTHER_RACE_5,OTHER_RACE_6,OTHER_RACE_7,OTHER_RACE_4_TEXT,OTHER_RACE_5_TEXT,OTHER_RACE_6_TEXT,OTHER_RACE_7_TEXT,DOB_1,DOB_2,DOB_3,SEX,SEX_4_TEXT,EDUCATION_1,EDUCATION_2,EDUCATION_3,COUNTRY_BORN,COUNTRY_BORN_2_TEXT,BIRTHCTRY_RESIDENCE,OTHER_COUNTRIES.1_1_TEXT,OTHER_COUNTRIES.1_1_1,OTHER_COUNTRIES.1_2_TEXT,OTHER_COUNTRIES.1_2_1,OTHER_COUNTRIES.1_3_TEXT,OTHER_COUNTRIES.1_3_1,OTHER_COUNTRIES.1_4_TEXT,OTHER_COUNTRIES.1_4_1,OTHER_COUNTRIES.1_5_TEXT,OTHER_COUNTRIES.1_5_1,OTHER_COUNTRIES.1_6_TEXT,OTHER_COUNTRIES.1_6_1,OTHER_COUNTRIES.1_7_TEXT,OTHER_COUNTRIES.1_7_1,OTHER_COUNTRIES.1_8_TEXT,OTHER_COUNTRIES.1_8_1,FIRST_LANGUAGE,FIRST_LANGUAGE_2_TEXT,OTHER_LANGUAGES,OCCUPATION,HH_INCOME,COVSCRN01,COVSCRN02_P,COVSCRN03,EXPGRP_TEXT,CHIN_SPECIFIC_TEXT,CONTINENT_BORN_TEXT_1,CONTINENT_BORN_TEXT_2,CONTINENT_BORN_TEXT_3,HAS_LIVED_USA,HH_INCOME_TEXT,DOB_YEAR,DOB_YEAR_PERIODE,EDUCATION_1_TEXT,SEX_TEXT,demo_class,X.2,AMBI_BIG5_Neuroticism,AMBI_BIG5_Extraversion,AMBI_BIG5_Openness,AMBI_BIG5_Agreeableness,AMBI_BIG5_Conscientiousness,covmis_att_flu,covmis_att_afrDie,covmis_att_eldrNoBgDl,covmis_att_rareNoWorr,covmis_att_bgThrt,covmis_cnsp_ctiusAsian,covmis_cnsp_stpCovStpImmi,covmis_cnsp_redIntWthChina,covmis_cnsp_chnsCovRcst,covmis_orgn_covPlnnd,covmis_orgn_covNat,covmis_orgn_covNgeenLab,covmis_orgn_scntFkNwsCov,covmis_pltc_polBgDlIntrst,covmis_pltc_covNtSerPolSay,covmis_pltc_polDwnplCovPlpLDngr,covmis_cvrg_mdiaCovBgrDl,covmis_cvrg_nwsGdJbComCov,covmis_cvrg_mdiaUseCovMkTrmpRepLkBd,covmis_anti_frGovUseCovMndtVacc,covmis_anti_thnksNoCovVacc,covmis_anti_covVacEffRedVirus,covmis_mdsk_medOrgUntrust,covmis_mdsk_skeptInfoDocSci,covmis_mdsk_medOrgRecBstInt,covmis_mdsk_fllwRecMedOrgImp,cov_class,covqual_class,age_education,neuroticism_qual,extraversion_qual,openness_qual,conscientiousness_qual,agreeableness_qual,covqual_class_2,EDUCATION_2_TEXT,DOB_AGE_BRACKET,HH_INCOME_TEXT2,CovidSkepticism,CovidSkepticism2,CovidSkepticism2norm,ID
571,571,571,571,570,572,6/11/2020 17:50,6/11/2020 18:20,0,99.28.101.70,100,1753,1,6/11/2020 18:20,R_1P64dbYW6aDy4zG,NA,NA,NA,NA,36.09440613,-95.97170258,anonymous,EN,0.9,5b048348ffe70f0001a0e25c,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,26,67,1,-99,3,6,7,1,-99,53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,French,IT Admin,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1967,"(1965,1975]",Some college but no degree,Male,1,571,-1.61802728355794,0.651604988489751,0.879962981487955,0.207470244449627,-0.663865486012821,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,+45y_No college degree,weak,middle,high,middle,middle,Believers,No college degree,+45y,"$70,000 or more",2.08157361697821,2.9397777607248,1.54094519508789,571
572,572,572,572,571,573,6/11/2020 17:33,6/11/2020 18:21,0,184.57.196.206,100,2871,1,6/11/2020 18:21,R_1lnjWV38Myjhswn,NA,NA,NA,NA,39.24130249,-84.54550171,anonymous,EN,0.9,5e97a2d74cb72e263342ecc9,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,20,94,1,-99,2,3,3,1,-99,27.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Online writer,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",1994,"(1985,1995]",High school graduate,Male,1,572,1.01816317641751,0.560883617004158,0.670607728432592,-0.710328613281016,-0.137725679876364,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,25 - 45y_No college degree,high,middle,high,middle,middle,Believers,No college degree,25 - 35y,"Less than $30,000",1.45999239997388,1.6083007013693,1.20990206433469,572
573,573,573,573,572,574,6/11/2020 17:48,6/11/2020 18:21,0,45.49.95.91,100,1962,1,6/11/2020 18:21,R_300LPVUiaoHEVPd,NA,NA,NA,NA,34.16760254,-118.3891983,anonymous,EN,0.9,5eb0cb88932cf718f23f5eb9,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,12,7,92,1,-99,4,3,2,1,-99,28.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Retail Team Leader,5,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$70,000 to $100,000",1992,"(1985,1995]",Associate degree in college,Male,1,573,-1.01288519710019,1.13451279278769,1.39045866972891,0.766243377235748,1.25569560438876,2,3,1,1,1,1,4,3,1,1,2,3,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,25 - 45y_College degree,middle,high,high,high,high,Believers,College degree,25 - 35y,"$70,000 or more",9.98103318121342,10.8385472846142,2.60020808935405,573
574,574,574,574,573,575,6/11/2020 17:35,6/11/2020 18:22,0,24.209.136.91,100,2785,1,6/11/2020 18:22,R_1hTfKEnmhA4gHzO,NA,NA,NA,NA,43.00059509,-88.22000122,anonymous,EN,0.9,5e9a84af150a8012575e4784,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,4,30,82,2,-99,3,3,6,1,-99,36,JAPAN,3,SOUTH KOREA,0.5,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Structural Drafter,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1982,"(1975,1985]",Some college but no degree,Female,1,574,0.704564938380474,-1.58744559378657,0.470801845452285,0.626300991724961,-0.694440565220227,1,6,1,1,2,1,2,1,1,1,1,2,1,3,2,2,2,3,2,2,1,2,1,3,1,1,1,1,25 - 45y_No college degree,high,weak,high,middle,high,Believers,No college degree,35 - 45y,"$70,000 or more",11.9998114038444,15.6471970429141,3.01266889614282,574
575,575,575,575,574,576,6/11/2020 17:34,6/11/2020 18:22,0,24.242.209.148,100,2892,1,6/11/2020 18:22,R_u9xpqydsF6DmxI5,NA,NA,NA,NA,29.97090149,-93.99729919,anonymous,EN,0.9,5eb3a686ae4f54191cdb469d,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,8,3,101,1,-99,2,5,4,1,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,School,3,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$30,000 to $50,000",2001,"(1995,2005]",High school graduate,Male,2,575,-1.05214270581524,1.11269086725166,-0.624148226453057,-0.183690121658558,0.986881815571993,1,1,1,1,1,6,6,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-25y_No college degree,middle,high,middle,high,middle,Believers,No college degree,-25y,"$30,000 to $70,000",17.2389274882503,8.74894194407732,2.38621871476787,575
576,576,576,576,575,577,6/11/2020 17:47,6/11/2020 18:22,0,174.246.201.22,100,2136,1,6/11/2020 18:22,R_UnbPqeOebRmE8cF,NA,NA,NA,NA,30.44270325,-97.68049622,anonymous,EN,0.9,5e9e0798c8df731ba79182f1,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,3,8,90,2,-99,3,5,5,1,-99,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Help husband with used appliance business,3,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$30,000 to $50,000",1990,"(1985,1995]",Some college but no degree,Female,1,576,0.955518115026192,-1.21384794752624,0.0259188817230643,-0.461967677613547,-1.54070183947724,5,6,3,3,6,1,2,4,6,3,4,4,4,6,6,3,6,6,4,6,6,6,6,6,6,6,4,3,25 - 45y_No college degree,high,weak,middle,weak,middle,Skeptics,No college degree,25 - 35y,"$30,000 to $70,000",65.6551490979447,64.8547589143017,5.32797160250201,576
577,577,577,577,576,578,6/11/2020 17:31,6/11/2020 18:23,0,173.168.84.125,100,3117,1,6/11/2020 18:23,R_2wM26wJ89leKeJS,NA,NA,NA,NA,28.14900208,-82.04109955,anonymous,EN,0.9,5b9ec4ffd1ff7a00013bf3a8,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,28,50,2,-99,3,2,5,1,-99,70.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,French,retired,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",1950,"(1944,1955]",Some college but no degree,Female,5,577,-1.97850751895433,0.75232046581691,0.574398312565615,2.03714260103516,0.196529949635139,3,6,3,4,5,1,2,5,2,4,5,5,4,4,4,4,4,3,4,5,4,6,4,4,4,4,4,2,+45y_No college degree,weak,middle,high,middle,high,Believers,No college degree,+45y,"Less than $30,000",51.1433393747966,54.3691346718013,4.96421603012311,577
578,578,578,578,577,579,6/11/2020 17:42,6/11/2020 18:23,0,93.105.176.52,100,2500,1,6/11/2020 18:23,R_12PHPvEwEnq4xI4,NA,NA,NA,NA,52.2467041,21.00050354,anonymous,EN,0.9,5ea6d5e15789a4069a6d3d9f,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,101,1,-99,2,1,1,1,-99,5,POLAND,14,GERMANY,1,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,"Polish, Slovak",IT technican,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",2001,"(1995,2005]",High school graduate,Male,2,578,-1.02995479832932,1.56937760483478,0.621385008968189,-0.255965794031505,0.557935251851885,1,4,3,1,1,3,4,3,2,3,2,4,3,5,2,2,4,3,3,3,1,2,1,2,3,2,2,2,-25y_No college degree,middle,high,high,middle,middle,Believers,No college degree,-25y,"Less than $30,000",26.9086153669377,29.2174328456397,3.86990943811685,578
579,579,579,579,578,580,6/11/2020 17:23,6/11/2020 18:25,0,64.208.183.98,100,3675,1,6/11/2020 18:25,R_2zovFZiIfNK15jd,NA,NA,NA,NA,39.95869446,-82.998703,anonymous,EN,0.9,5db7e95a0b850e000f5e0b6f,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,6,14,94,1,-99,4,3,2,1,-99,26,USA,26,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,English,Lab Technician,4,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",1994,"(1985,1995]",Associate degree in college,Male,1,579,-0.699808468772523,1.41745228361196,1.20992004834108,1.10998649513342,-0.974682059271069,1,3,1,1,4,1,1,4,1,1,1,1,2,4,1,1,2,4,2,1,1,1,3,1,3,2,1,1,25 - 45y_College degree,middle,high,high,middle,high,Believers,College degree,25 - 35y,"$30,000 to $70,000",13.5269312135151,12.3148902232447,2.73682187308735,579
580,580,580,580,579,581,6/11/2020 17:58,6/11/2020 18:25,0,73.42.111.46,100,1606,1,6/11/2020 18:25,R_1CBmKEFtw5z9IK2,NA,NA,NA,NA,32.23179626,-107.7465973,anonymous,EN,0.9,5e9b7ad1687af207bd1cf2fa,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,8,31,88,2,-99,5,4,3,1,-99,32.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Homemaker,5,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$70,000 to $100,000",1988,"(1985,1995]",Bachelor's degree in college,Female,1,580,-0.722608587662466,-0.937335092670309,-1.42584286197071,1.66583423142826,0.0477190102944141,4,5,1,1,6,1,1,1,3,1,1,1,2,5,5,3,5,3,4,4,1,3,2,2,2,2,3,2,25 - 45y_College degree,middle,weak,middle,middle,high,Believers,College degree,25 - 35y,"$70,000 or more",28.9642845665909,38.2482717464002,4.31125734872503,580
581,581,581,581,580,582,6/11/2020 17:51,6/11/2020 18:25,0,66.115.181.216,100,2064,1,6/11/2020 18:25,R_2v31qCgjCMjbU9Y,NA,NA,NA,NA,33.76550293,-84.64689636,anonymous,EN,0.9,5e3dbf3d216cf7000cfa0d29,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,12,31,64,2,-99,3,4,5,1,-99,56,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Homemaker,6,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$100,000 to $200,000",1964,"(1955,1965]",Some college but no degree,Female,1,581,-1.08128869216726,-0.509262321030612,0.77337877291873,2.23955967815384,-1.14043280455173,3,6,2,2,4,1,1,2,1,1,1,1,2,5,3,3,4,4,5,3,1,4,4,4,4,3,3,2,+45y_No college degree,weak,middle,high,middle,high,Believers,No college degree,+45y,"$70,000 or more",31.7452891306565,35.1648765165765,4.16837609485382,581
582,582,582,582,581,583,6/11/2020 17:36,6/11/2020 18:25,0,67.209.31.27,100,2965,1,6/11/2020 18:25,R_3EoQCMsML0VI602,NA,NA,NA,NA,34.02600098,-78.28929901,anonymous,EN,0.9,5e98ec84a521b80008c94aef,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,6,63,2,-99,3,2,1,1,-99,58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Online tasks and transcription,4,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",1963,"(1955,1965]",Some college but no degree,Female,1,582,-0.832335882333203,-0.787394657823462,-0.0784523924246063,0.668706105023023,1.09040784931829,1,3,1,1,1,1,2,5,1,2,4,4,1,2,1,1,1,2,2,4,1,2,2,3,2,2,2,1,+45y_No college degree,middle,middle,middle,high,high,Believers,No college degree,+45y,"$30,000 to $70,000",17.6512704507346,14.0350765216506,2.88413890639523,582
583,583,583,583,582,584,6/11/2020 17:34,6/11/2020 18:26,0,24.16.88.195,100,3161,1,6/11/2020 18:26,R_72RkcQUkZjX0OBz,NA,NA,NA,NA,47.86199951,-122.2532043,anonymous,EN,0.9,5d3cfeabbaf11000151ed4cd,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,14,100,2,-99,3,5,4,1,-99,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,camp counselor,4,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",2000,"(1995,2005]",Some college but no degree,Female,2,583,0.129198423794557,0.128179851764027,0.69340815265839,0.174701265724346,0.41828795812546,2,4,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,-25y_No college degree,middle,middle,high,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",4.34591049584417,6.44580827995161,2.11109739586912,583
584,584,584,584,583,585,6/11/2020 16:52,6/11/2020 18:26,0,73.25.104.123,100,5683,1,6/11/2020 18:26,R_1NrkrELqYVgpbTO,NA,NA,NA,NA,45.48049927,-122.6362991,anonymous,EN,0.9,595d0331d8bd8d000154e148,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,1,85,1,-99,6,4,2,1,-99,35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,web developer,4,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",1985,"(1975,1985]",Master's degree,Male,1,584,0.698193527399955,-0.923237474197897,0.479021931013977,-0.257544109211894,-1.49439559124309,1,3,1,1,2,1,3,2,2,3,2,2,1,1,1,1,1,3,1,1,1,1,2,1,2,2,1,1,25 - 45y_Graduate degree,high,middle,high,weak,middle,Believers,Graduate degree,35 - 45y,"$30,000 to $70,000",9.06692529186019,6.04806110185577,2.05786334764762,584
585,585,585,585,584,586,6/11/2020 17:38,6/11/2020 18:27,0,69.62.136.135,100,2940,1,6/11/2020 18:27,R_1Fktpj7qrFl5Z5M,NA,NA,NA,NA,38.42070007,-121.3623047,anonymous,EN,0.9,5de53996227eed0b8dd9c44d,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,14,89,2,-99,4,4,3,1,-99,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Cook,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",1989,"(1985,1995]",Associate degree in college,Female,1,585,2.25780495380433,-2.94820817738909,0.7986610219133,-2.31199962865035,0.941681704187273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,25 - 45y_College degree,high,weak,high,high,weak,Believers,College degree,25 - 35y,"Less than $30,000",0.312400781954611,0.406494013137091,0.697005963233587,585
586,586,586,586,585,587,6/11/2020 17:43,6/11/2020 18:27,0,173.20.0.240,100,2631,1,6/11/2020 18:27,R_3kFAtRBMt8Y3t4F,NA,NA,NA,NA,36.66520691,-87.42549896,anonymous,EN,0.9,5eac8b777b60c8129709fc10,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,10,16,78,2,-99,4,2,2,1,-99,42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Software Sales,4,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$50,000 to $70,000",1978,"(1975,1985]",Associate degree in college,Female,1,586,-1.86296828373505,0.867028375289491,0.585076196803735,1.49825159607028,1.00651295432318,1,6,1,1,4,1,1,1,2,6,6,6,6,6,4,2,6,6,4,6,6,6,6,6,6,6,4,3,25 - 45y_College degree,weak,middle,high,high,high,Skeptics,College degree,35 - 45y,"$30,000 to $70,000",60.6567982773553,60.5496381885743,5.18322895769924,586
587,587,587,587,586,588,6/11/2020 17:51,6/11/2020 18:27,0,172.58.175.226,100,2214,1,6/11/2020 18:27,R_1FJmaMZBBAs1Zfo,NA,NA,NA,NA,25.78460693,-80.23300171,anonymous,EN,0.9,5dd034d1fce606114e3bb8e0,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,9,66,2,-99,2,2,2,1,-99,55,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Retail manager,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",1966,"(1965,1975]",High school graduate,Female,1,587,-0.669251962643447,-0.99704072775663,0.570888572304021,0.78077997737538,0.777839987612297,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,2,1,1,2,1,1,+45y_No college degree,middle,weak,high,high,high,Believers,No college degree,+45y,"Less than $30,000",8.96014433850571,12.1560001431951,2.72260749864129,587
588,588,588,588,587,589,6/11/2020 17:31,6/11/2020 18:28,0,174.238.140.104,100,3408,1,6/11/2020 18:28,R_2c8jxNh11GPL9ls,NA,NA,NA,NA,33.38040161,-112.0245972,anonymous,EN,0.9,5eb33096a67443116e28e715,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,11,102,2,-99,4,4,2,1,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Student,8,2,NA,NA,White,NA,USA,USA,USA,TRUE,"$500,000 or more",2002,"(1995,2005]",Associate degree in college,Female,5,588,0.877364680448607,1.76715364087652,-0.385906217426523,-0.0112247584167485,0.636027645599227,2,4,1,2,2,1,2,1,1,2,5,2,2,4,2,2,4,3,1,2,1,2,4,3,2,2,2,1,-25y_College degree,high,high,middle,middle,middle,Believers,College degree,-25y,"$70,000 or more",22.3493672504925,24.0374248375563,3.57862057382264,588
589,589,589,589,588,590,6/11/2020 17:36,6/11/2020 18:28,0,98.145.23.75,100,3107,1,6/11/2020 18:28,R_3EGvA9eXhBEr2CD,NA,NA,NA,NA,32.7808075,-115.5626984,anonymous,EN,0.9,5e0d256753e8464d64940925,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,4,17,68,2,-99,5,3,3,1,-99,53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,housewife,5,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$70,000 to $100,000",1968,"(1965,1975]",Bachelor's degree in college,Female,1,589,-1.3736005335871,0.247065699739294,0.18268808222133,0.0378329612381455,0.479052111932692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,+45y_College degree,weak,middle,middle,middle,middle,Believers,College degree,+45y,"$70,000 or more",0,0,0,589
590,590,590,590,589,591,6/11/2020 17:51,6/11/2020 18:29,0,70.123.24.247,100,2303,1,6/11/2020 18:29,R_8oDOuyz4McOiU6d,NA,NA,NA,NA,30.36430359,-97.68640137,anonymous,EN,0.9,5dd00a04390fb6101f33f620,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,9,89,1,-99,5,5,5,1,-99,32,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,multimedia manager,5,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$70,000 to $100,000",1989,"(1985,1995]",Bachelor's degree in college,Male,1,590,-1.29202936472458,-0.012042677295385,-0.031144307658286,-0.653449440314957,-0.470284719087639,4,6,3,3,3,1,3,4,3,3,5,3,3,6,5,4,6,4,4,3,2,4,3,2,3,3,4,2,25 - 45y_College degree,weak,middle,middle,middle,middle,Believers,College degree,25 - 35y,"$70,000 or more",44.240839794723,52.4426302616235,4.89291931381469,590
591,591,591,591,590,592,6/11/2020 17:28,6/11/2020 18:29,0,71.196.91.198,100,3665,1,6/11/2020 18:29,R_pcouiD2ox2ueAH7,NA,NA,NA,NA,26.29750061,-80.18160248,anonymous,EN,0.9,5eaa605c7c3cbc1f14421a94,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,7,4,88,2,-99,5,3,5,1,-99,32,NONE,0,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,sales,5,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$70,000 to $100,000",1988,"(1985,1995]",Bachelor's degree in college,Female,1,591,1.01223938536024,-0.529161801545417,0.0200044474138505,1.30735659170053,-0.304459990269274,1,3,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,5,1,1,1,1,2,2,3,3,1,1,25 - 45y_College degree,high,middle,middle,middle,high,Believers,College degree,25 - 35y,"$70,000 or more",9.76752848615956,6.74830222420626,2.15027868009196,591
592,592,592,592,591,593,6/11/2020 17:49,6/11/2020 18:29,0,98.20.97.240,100,2413,1,6/11/2020 18:29,R_3qwAJP3habPnEsL,NA,NA,NA,NA,36.04319763,-95.80719757,anonymous,EN,0.9,5d4252914733ca0018ff29d7,1,1,NA,,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,-99,-99,-99,-99,5,31,68,2,-99,2,4,2,1,-99,53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,Unemployed,2,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$10,000 to $30,000",1968,"(1965,1975]",High school graduate,Female,1,592,0.882805489418156,-0.789025709544406,-2.24104812103943,-1.45823890057488,-1.64875644513588,1,1,1,1,1,1,4,6,6,4,2,4,1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,+45y_No college degree,high,middle,weak,weak,middle,Believers,No college degree,+45y,"Less than $30,000",17.0567542433927,6.03313319505239,2.05582513731924,592
593,593,593,593,592,594,6/11/2020 17:19,6/11/2020 18:30,0,68.5.16.151,100,4231,1,6/11/2020 18:30,R_3KMzf5agbOd4EHi,NA,NA,NA,NA,33.70150757,-117.7528,anonymous,EN,0.9,5b29c2065b5c0900018b0105,1,1,NA,,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,22,90,1,-99,5,5,5,1,-99,31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99.0,-99,-99.0,-99,1,-99,-99,IT Manager,5,3,NA,NA,White,NA,USA,USA,USA,TRUE,"$70,000 to $100,000",1990,"(1985,1995]",Bachelor's degree in college,Male,1,593,-0.233673134683085,-0.131483402970731,-0.808839272504132,-1.35055256016868,-0.0910722117215925,3,4,3,2,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,2,25 - 45y_College degree,middle,middle,middle,middle,middle,Believers,College degree,25 - 35y,"$70,000 or more",32.8628186868224,32.1444290821545,4.02093560224937,593
